0;0,000028
1;0,000026
2;0,000006
3;0,000008
4;0,000010
5;0,000011
6;0,000014
7;0,000015
8;0,000018
9;0,000021
10;0,000025
11;0,000029
12;0,000027
13;0,000031
14;0,000032
15;0,000038
16;0,000042
17;0,000044
18;0,000049
19;0,000058
20;0,000048
21;0,000109
22;0,000061
23;0,000071
24;0,000056
25;0,000060
26;0,000064
27;0,000068
28;0,000198
29;0,000086
30;0,000085
31;0,000119
32;0,000121
33;0,000128
34;0,000104
35;0,000105
36;0,000126
37;0,000123
38;0,000122
39;0,000126
40;0,000131
41;0,000137
42;0,000166
43;0,000153
44;0,000159
45;0,000165
46;0,000284
47;0,000173
48;0,000201
49;0,000186
50;0,000193
51;0,000199
52;0,000313
53;0,000352
54;0,000274
55;0,000228
56;0,000235
57;0,000243
58;0,000308
59;0,000288
60;0,000296
61;0,000305
62;0,000314
63;0,000324
64;0,000333
65;0,000343
66;0,000353
67;0,000362
68;0,000373
69;0,000383
70;0,000393
71;0,000403
72;0,000414
73;0,000473
74;0,000509
75;0,000529
76;0,000683
77;0,000458
78;0,000487
79;0,000495
80;0,000512
81;0,000472
82;0,000588
83;0,000508
84;0,000493
85;0,000503
86;0,000542
87;0,000525
88;0,000536
89;0,000551
90;0,000561
91;0,000570
92;0,000649
93;0,000595
94;0,000646
95;0,000638
96;0,000661
97;0,000776
98;0,000679
99;0,000670
100;0,000739
101;0,000807
102;0,000785
103;0,000785
104;0,000823
105;0,000755
106;0,000833
107;0,000863
108;0,000802
109;0,000815
110;0,000846
111;0,000864
112;0,000885
113;0,000959
114;0,001275
115;0,001033
116;0,001241
117;0,001413
118;0,001464
119;0,001278
120;0,001339
121;0,001419
122;0,001516
123;0,001485
124;0,001564
125;0,001542
126;0,001629
127;0,001585
128;0,001607
129;0,001721
130;0,001700
131;0,001683
132;0,001704
133;0,001736
134;0,001768
135;0,001852
136;0,001869
137;0,001852
138;0,001982
139;0,001316
140;0,001324
141;0,001371
142;0,001439
143;0,001403
144;0,001430
145;0,001443
146;0,001440
147;0,001502
148;0,001487
149;0,001559
150;0,001578
151;0,001550
152;0,001568
153;0,001606
154;0,001621
155;0,001825
156;0,001676
157;0,001688
158;0,001787
159;0,001787
160;0,001816
161;0,001823
162;0,001849
